image,Categorie_1,Categorie_2,product_url,product_name_cleaned,product_name_cleaned_lemma,product_name_cleaned_stemed,Categorie_1_cleaned,Categorie_1_cleaned_lemma,Categorie_1_cleaned_stemed,Categorie_2_cleaned,Categorie_2_cleaned_lemma,Categorie_2_cleaned_stemed,brand_cleaned,brand_cleaned_lemma,brand_cleaned_stemed,description_cleaned,description_cleaned_lemma,description_cleaned_stemed,product_specifications_cleaned,product_specifications_cleaned_lemma,product_specifications_cleaned_stemed
4676a8f96abb86c5d1dc5b06c7a11d95.jpg,Beauty and Personal Care,Eye Care,http://www.flipkart.com/wild-ferns-manuka-honey-intensive-eye-creme/p/itmdqby2ptqfr5cu?pid=ECMDQBY28WDJQDWA, wild   ferns   manuka   honey   intensive   eye   creme ,wild fern manuka honey intensive eye creme,wild fern manuka honey intens eye creme, beauty      personal   care ,beauty personal care,beauti person care, eye   care ,eye care,eye care,,,,    wild   ferns      honey      eye   creme                wild   ferns      honey      eye   creme      best   prices                                                 ,wild fern honey eye creme wild fern honey eye creme best price,wild fern honey eye creme wild fern honey eye creme best price,                                 applied                            dark                   anti                       application   frequency                                            quantity                          ml                                               men     women                      container                                               composition                      vitamin                                                                                texture     leaves   skin         beautiful                          dark      ,applied dark anti application frequency quantity ml men woman container composition vitamin texture leaf skin beautiful dark,appli dark anti applic frequenc quantiti ml men women contain composit vitamin textur leav skin beauti dark
a67d4b8df18ac476cd1b0bbd80e589a4.jpg,Beauty and Personal Care,Eye Care,http://www.flipkart.com/wild-ferns-lanolin-eye-creme-collagen-vitamins-e/p/itmduekavnrzgtas?pid=ECMDUEKAVNRZGTAS, wild   ferns   lanolin   eye   creme      collagen     vitamins         ,wild fern lanolin eye creme collagen vitamin,wild fern lanolin eye creme collagen vitamin, beauty      personal   care ,beauty personal care,beauti person care, eye   care ,eye care,eye care,,,,    wild   ferns      eye   creme           vitamins                        wild   ferns      eye   creme           vitamins              best   prices                                                 ,wild fern eye creme vitamin wild fern eye creme vitamin best price,wild fern eye creme vitamin wild fern eye creme vitamin best price,                                 applied                         dark                         organic                         natural                      quantity                          ml                                               men     women                      container                                               composition                                vitamin                            eye   cream   ,applied dark organic natural quantity ml men woman container composition vitamin eye cream,appli dark organ natur quantiti ml men women contain composit vitamin eye cream
fda0890dba67c93a7c80b0993651caec.jpg,Baby Care,Diapering & Potty Training,http://www.flipkart.com/ollington-st-collection-baby-reusable-diaper-one-insert/p/itmeaujjkwvpejtv?pid=NPYEAUJJVHRRKDDG, ollington   st     collection   baby   reusable   diaper      one   insert ,ollington st collection baby reusable diaper one insert,ollington st collect babi reusabl diaper one insert, baby   care ,baby care,babi care, diapering     potty   training ,diapering potty training,diaper potti train, ollington   st     collection ,ollington st collection,ollington st collect,    st     collection   baby   reusable   diaper      one   insert                 form   fitting      reusable      st     diaper         set         baby            reusable        snap   closure         fit      sizes                comfortable     keeps      little   one                    front   panel      insert   disposable   pad     includes       reusable   insert     material     polyester           one   size   diaper     available   colours     green pink red    blue blue dark   blue     sizes     diaper            cms     approx       insert                cms     approx       wash   instructions       wash      first   use     wash   upto               avoid   fabric         bleach     tumble   dry      line   dry     age   group                months   form   fitting      reusable      st     diaper         set         baby            reusable        snap   closure         fit      sizes                comfortable     keeps      little   one                    front   panel      insert   disposable   pad     includes       reusable   insert     material     polyester           one   size   diaper     available   colours     green pink red    blue blue dark   blue     sizes     diaper            cms     approx       insert                cms     approx       wash   instructions       wash      first   use     wash   upto               avoid   fabric         bleach     tumble   dry      line   dry     age   group                months ,st collection baby reusable diaper one insert form fitting reusable st diaper set baby reusable snap closure fit size comfortable keep little one front panel insert disposable pad includes reusable insert material polyester one size diaper available colour green pink red blue blue dark blue size diaper cm approx insert cm approx wash instruction wash first use wash upto avoid fabric bleach tumble dry line dry age group month form fitting reusable st diaper set baby reusable snap closure fit size comfortable keep little one front panel insert disposable pad includes reusable insert material polyester one size diaper available colour green pink red blue blue dark blue size diaper cm approx insert cm approx wash instruction wash first use wash upto avoid fabric bleach tumble dry line dry age group month,st collect babi reusabl diaper one insert form fit reusabl st diaper set babi reusabl snap closur fit size comfort keep littl one front panel insert dispos pad includ reusabl insert materi polyest one size diaper avail colour green pink red blue blue dark blue size diaper cm approx insert cm approx wash instruct wash first use wash upto avoid fabric bleach tumbl dri line dri age group month form fit reusabl st diaper set babi reusabl snap closur fit size comfort keep littl one front panel insert dispos pad includ reusabl insert materi polyest one size diaper avail colour green pink red blue blue dark blue size diaper cm approx insert cm approx wash instruct wash first use wash upto avoid fabric bleach tumbl dri line dri age group month,                                                               collection                                            cloth                            name                      baby   reusable   diaper      one                                                  boys     girls                         id                                              size                      free   size                                            red                                                                                                               reusable   diaper   ,collection cloth name baby reusable diaper one boy girl id size free size red reusable diaper,collect cloth name babi reusabl diaper one boy girl id size free size red reusabl diaper
aba92798c4b2723e23131478d6c97293.jpg,Beauty and Personal Care,Combos and Kits,http://www.flipkart.com/mxofere-combo-mix-fruit-soap-aloevera-lemon-facewash-kit/p/itmebva8unsajy6y?pid=CBKEBVA8FSYCT7NJ, mxofere   combo   mix   fruit   soap      aloevera   lemon   facewash   kit ,mxofere combo mix fruit soap aloevera lemon facewash kit,mxofer combo mix fruit soap aloevera lemon facewash kit, beauty      personal   care ,beauty personal care,beauti person care, combos      kits ,combo kit,combo kit,,,,    mxofere   combo      fruit   soap      aloevera   lemon   facewash   kit                mxofere   combo      fruit   soap      aloevera   lemon   facewash   kit      best   prices                                                 ,mxofere combo fruit soap aloevera lemon facewash kit mxofere combo fruit soap aloevera lemon facewash kit best price,mxofer combo fruit soap aloevera lemon facewash kit mxofer combo fruit soap aloevera lemon facewash kit best price,                                 organic                         natural                                  combo   set                                             combo   set                             mixfruit   soap     aloevera   lemon                         organic                                                                     men     women                      gift   pack                         ,organic natural combo set combo set mixfruit soap aloevera lemon organic men woman gift pack,organ natur combo set combo set mixfruit soap aloevera lemon organ men women gift pack
22146eaca9aee0223a4302d87cb3e122.jpg,Watches,Wrist Watches,http://www.flipkart.com/rana-watches-bw-prsmd-barbie-analog-watch-girls/p/itme5zjzuybbhpq4?pid=WATE5ZJZCGQUNQYF, rana   watches   bw prsmd   barbie   analog   watch        girls ,rana watch bw prsmd barbie analog watch girl,rana watch bw prsmd barbi analog watch girl, watches ,watch,watch, wrist   watches ,wrist watch,wrist watch,,,,    watches          analog           girls           watches          analog           girls                     india                 great   discounts                                                ,watch analog girl watch analog girl india great discount,watch analog girl watch analog girl india great discount,                                 chronograph                                            altimeter                                            date   display                                            barometer                                            alarm   clock                                            compass                                            calendar                                            luminous                                                                  analog                      series                                            style   code                                             occasion                      casual                                               girls                      novelty   feature                      character                         power   source                      battery   powered                          months         machine                      dial   shape                      round                                               purple                      water   resistant                                            dial                         purple                                               plastic                         watch   ,chronograph altimeter date display barometer alarm clock compass calendar luminous analog series style code occasion casual girl novelty feature character power source battery powered month machine dial shape round purple water resistant dial purple plastic watch,chronograph altimet date display baromet alarm clock compass calendar lumin analog seri style code occas casual girl novelti featur charact power sourc batteri power month machin dial shape round purpl water resist dial purpl plastic watch
170fdf050c7a1f8d30ef5a98c4216f9c.jpg,Watches,Wrist Watches,http://www.flipkart.com/r-s-d-g16-analog-watch-men/p/itmeaffaybnvrgv6?pid=WATEAFFAYYAHCDQF,      g16   analog   watch        men ,g16 analog watch men,g16 analog watch men, watches ,watch,watch, wrist   watches ,wrist watch,wrist watch,,,,         analog           men                analog           men                     india                 great   discounts                                                ,analog men analog men india great discount,analog men analog men india great discount,                                 chronograph                                            date   display                                            altimeter                                            tourbillon                                               functions                                            alarm   clock                                            calendar                                            luminous                                            barometer                                            moonphase                                            compass                                            light                                            gps                                            chronograph   feature                                            mechanism                      quartz                                            analog                      series                      digital                      style   code                                                                     men                      occasion                      casual                      power   source                      battery   powered                      novelty   feature                      digital   watch                      diameter                                                weight                                                height                                                   dimensions                                                                                            thickness                                                    year   manufacturing                                               watch                      dial   shape                      square                      box                                                                        steel                      shock   resistance                                            case     bezel                         stainless   steel                      scratch   resistant                                            water   resistant                                            clasp                         buckle                      dial                         white                         body   features                                                                     leather      ,chronograph date display altimeter tourbillon function alarm clock calendar luminous barometer moonphase compass light gps chronograph feature mechanism quartz analog series digital style code men occasion casual power source battery powered novelty feature digital watch diameter weight height dimension thickness year manufacturing watch dial shape square box steel shock resistance case bezel stainless steel scratch resistant water resistant clasp buckle dial white body feature leather,chronograph date display altimet tourbillon function alarm clock calendar lumin baromet moonphas compass light gp chronograph featur mechan quartz analog seri digit style code men occas casual power sourc batteri power novelti featur digit watch diamet weight height dimens thick year manufactur watch dial shape squar box steel shock resist case bezel stainless steel scratch resist water resist clasp buckl dial white bodi featur leather
9d20743a61f62fe6f9cdc5ff24d46d23.jpg,Beauty and Personal Care,Combos and Kits,http://www.flipkart.com/oxyglow-golden-glow-oxy-bleach-fruit-massage-cream-vitamin-e-200gm/p/itmebfjxqnguztvy?pid=CBKEBFJXQJZDCUPB, oxyglow   golden   glow   oxy   bleach     fruit   massage   cream      vitamin    200gm ,oxyglow golden glow oxy bleach fruit massage cream vitamin 200gm,oxyglow golden glow oxi bleach fruit massag cream vitamin 200gm, beauty      personal   care ,beauty personal care,beauti person care, combos      kits ,combo kit,combo kit,,,, oxyglow   golden   glow   oxy   bleach     fruit   massage   cream      vitamin         set                          oxyglow   brings            one   stop   solution         beauty      cosmetics      catering            needs         wide   range      beauty   care      like   face   wash     bleach     face   pack     oils     lotions     gels     conditioners     lip      eye   care         many           beat      beauty   problems         help      oxy   glow    range      beauty            ease      ordering      immediately     oxyglow   brings            one   stop   solution         beauty      cosmetics      catering            needs         wide   range      beauty   care      like   face   wash     bleach     face   pack     oils     lotions     gels     conditioners     lip      eye   care         many           beat      beauty   problems         help      oxy   glow    range      beauty            ease      ordering      immediately   ,oxyglow golden glow oxy bleach fruit massage cream vitamin set oxyglow brings one stop solution beauty cosmetic catering need wide range beauty care like face wash bleach face pack oil lotion gel conditioner lip eye care many beat beauty problem help oxy glow range beauty ease ordering immediately oxyglow brings one stop solution beauty cosmetic catering need wide range beauty care like face wash bleach face pack oil lotion gel conditioner lip eye care many beat beauty problem help oxy glow range beauty ease ordering immediately,oxyglow golden glow oxi bleach fruit massag cream vitamin set oxyglow bring one stop solut beauti cosmet cater need wide rang beauti care like face wash bleach face pack oil lotion gel condition lip eye care mani beat beauti problem help oxi glow rang beauti eas order immedi oxyglow bring one stop solut beauti cosmet cater need wide rang beauti care like face wash bleach face pack oil lotion gel condition lip eye care mani beat beauti problem help oxi glow rang beauti eas order immedi,                                 organic                         natural                                  combo   set                                             combo   set                             oxyglow   golden         bleach         fruit   massage   cream      vitamin    200gm                      organic                                                                     women                      professional   care                         ,organic natural combo set combo set oxyglow golden bleach fruit massage cream vitamin 200gm organic woman professional care,organ natur combo set combo set oxyglow golden bleach fruit massag cream vitamin 200gm organ women profession care
9993de7e2bcced43dc9edb3b2c81f23d.jpg,Beauty and Personal Care,Combos and Kits,http://www.flipkart.com/oxyglow-golden-glow-radiance-anti-acne-facial-kit-fruit-massage-cream-vitamin-e-200gm/p/itmebfjxzyyyetqr?pid=CBKEBFJX8YRPET5H, oxyglow   golden   glow   radiance   anti   acne   facial   kit     fruit   massage   cream      vitamin    200gm ,oxyglow golden glow radiance anti acne facial kit fruit massage cream vitamin 200gm,oxyglow golden glow radianc anti acn facial kit fruit massag cream vitamin 200gm, beauty      personal   care ,beauty personal care,beauti person care, combos      kits ,combo kit,combo kit,,,,    oxyglow   golden   glow      anti      facial   kit     fruit   massage   cream      vitamin                    oxyglow   golden   glow      anti      facial   kit     fruit   massage   cream      vitamin          best   prices                                                 ,oxyglow golden glow anti facial kit fruit massage cream vitamin oxyglow golden glow anti facial kit fruit massage cream vitamin best price,oxyglow golden glow anti facial kit fruit massag cream vitamin oxyglow golden glow anti facial kit fruit massag cream vitamin best price,                                 organic                         natural                                  combo   set                                             combo   set                             oxyglow   golden         anti         kit         fruit   massage   cream      vitamin    200gm                      organic                                                                     women                      professional   care                         ,organic natural combo set combo set oxyglow golden anti kit fruit massage cream vitamin 200gm organic woman professional care,organ natur combo set combo set oxyglow golden anti kit fruit massag cream vitamin 200gm organ women profession care
5188dd28a627807407d93549580afb74.jpg,Home Furnishing,"Cushions, Pillows & Covers",http://www.flipkart.com/rajrang-animal-cushions-cover/p/itme8urt2g2zgnxj?pid=CPCE8URTHJE6AK3N, rajrang   animal   cushions   cover ,rajrang animal cushion cover,rajrang anim cushion cover, home   furnishing ,home furnishing,home furnish, cushions     pillows     covers ,cushion pillow cover,cushion pillow cover, rajrang ,rajrang,rajrang,       animal   cushions   cover                                                    ,animal cushion cover,anim cushion cover,                                                                             closure                                            suitable                         cushions                                            square                      design   code                                                                  cotton                      pattern                      animal                      thread   count                                             style   code                                                                  brown     red                      height                          inch                                                         inch                                                                    pack                                                          cushion   cover                      dry   clean   ,closure suitable cushion square design code cotton pattern animal thread count style code brown red height inch inch pack cushion cover dry clean,closur suitabl cushion squar design code cotton pattern anim thread count style code brown red height inch inch pack cushion cover dri clean
93f45475c82bdee6df73c6e08011b7da.jpg,Computers,Laptop Accessories,http://www.flipkart.com/lapguard-sony-vaio-vgn-nw270db-90-90-adapter/p/itmdxm7pwkufctvb?pid=ACCDXM7PNZGBNTEA, lapguard   sony   vaio   vgn nw270db             adapter ,lapguard sony vaio vgn nw270db adapter,lapguard soni vaio vgn nw270db adapt, computers ,computer,comput, laptop   accessories ,laptop accessory,laptop accessori, lapguard ,lapguard,lapguard, lapguard   sony   vaio   vgn              adapter     power   cord   included                      lapguard      adapter      designed      provide   reliable   power      charge         laptop     made      highest   quality   parts      lapguard      adapter   conforms         similar      original         quality        adapter   also   passes   necessary   authentication   certifications   like   ce     rohs   etc        leaving      factory                 rest   assured         quality     durability      performance     please   note         images      indicative     actual   product   label   may   vary        place   order      adapter     please   make   sure            selecting      correct   adapter      per      old   charger   specification     please   compare      old   adapter   power   rating         volts                           pin     tip     connector   size        lapguard      adapter      designed      provide   reliable   power      charge         laptop     made      highest   quality   parts      lapguard      adapter   conforms         similar      original         quality        adapter   also   passes   necessary   authentication   certifications   like   ce     rohs   etc        leaving      factory                 rest   assured         quality     durability      performance     please   note         images      indicative     actual   product   label   may   vary        place   order      adapter     please   make   sure            selecting      correct   adapter      per      old   charger   specification     please   compare      old   adapter   power   rating         volts                           pin     tip     connector   size   ,lapguard sony vaio vgn adapter power cord included lapguard adapter designed provide reliable power charge laptop made highest quality part lapguard adapter conforms similar original quality adapter also pass necessary authentication certification like ce rohs etc leaving factory rest assured quality durability performance please note image indicative actual product label may vary place order adapter please make sure selecting correct adapter per old charger specification please compare old adapter power rating volt pin tip connector size lapguard adapter designed provide reliable power charge laptop made highest quality part lapguard adapter conforms similar original quality adapter also pass necessary authentication certification like ce rohs etc leaving factory rest assured quality durability performance please note image indicative actual product label may vary place order adapter please make sure selecting correct adapter per old charger specification please compare old adapter power rating volt pin tip connector size,lapguard soni vaio vgn adapt power cord includ lapguard adapt design provid reliabl power charg laptop made highest qualiti part lapguard adapt conform similar origin qualiti adapt also pass necessari authent certif like ce roh etc leav factori rest assur qualiti durabl perform pleas note imag indic actual product label may vari place order adapt pleas make sure select correct adapt per old charger specif pleas compar old adapt power rate volt pin tip connector size lapguard adapt design provid reliabl power charg laptop made highest qualiti part lapguard adapt conform similar origin qualiti adapt also pass necessari authent certif like ce roh etc leav factori rest assur qualiti durabl perform pleas note imag indic actual product label may vari place order adapt pleas make sure select correct adapt per old charger specif pleas compar old adapt power rate volt pin tip connector size,                                       box                          adapter                                            lapguard                      designed                         sony   vaio                              name                      sony   vaio   vgn                       connector   pin                                                                 id                      sony   vaio   vgn                             power   consumption                                                      output   current                                                           output   voltage                                                              summary                          year   manufacture                            service                            site        customer      need      send      defected            nearest   branch         company         replaced            sent   back      customer                              covered                               physical   damage     mishandling      burnt      part                           height                                                                                 ,box adapter lapguard designed sony vaio name sony vaio vgn connector pin id sony vaio vgn power consumption output current output voltage summary year manufacture service site customer need send defected nearest branch company replaced sent back customer covered physical damage mishandling burnt part height,box adapt lapguard design soni vaio name soni vaio vgn connector pin id soni vaio vgn power consumpt output current output voltag summari year manufactur servic site custom need send defect nearest branch compani replac sent back custom cover physic damag mishandl burnt part height
95ea40dc6c0e81407e13d70bd52a5c95.jpg,Beauty and Personal Care,Combos and Kits,http://www.flipkart.com/oxyglow-fruit-massage-cream-vitamin-e-aleo-vera-apple-face-gel/p/itmeahjxwtfhcqbh?pid=CBKEAHJXBZEJJ8JN, oxyglow   fruit   massage   cream      vitamin      aleo   vera     apple   face   massage   gel ,oxyglow fruit massage cream vitamin aleo vera apple face massage gel,oxyglow fruit massag cream vitamin aleo vera appl face massag gel, beauty      personal   care ,beauty personal care,beauti person care, combos      kits ,combo kit,combo kit,,,,    oxyglow   fruit   massage   cream      vitamin              apple   face   massage   gel                oxyglow   fruit   massage   cream      vitamin              apple   face   massage   gel      best   prices                                                 ,oxyglow fruit massage cream vitamin apple face massage gel oxyglow fruit massage cream vitamin apple face massage gel best price,oxyglow fruit massag cream vitamin appl face massag gel oxyglow fruit massag cream vitamin appl face massag gel best price,                                             combo   set                                             organic                         natural                      combo   set                             fruit   massage   cream      vitamin    200gm                  apple   face   massage   gel   200gm                                               women                      organic                                            professional   care                         ,combo set organic natural combo set fruit massage cream vitamin 200gm apple face massage gel 200gm woman organic professional care,combo set organ natur combo set fruit massag cream vitamin 200gm appl face massag gel 200gm women organ profession care
020d2daba55a723128e4e07c0b0393a9.jpg,Beauty and Personal Care,Combos and Kits,http://www.flipkart.com/oxyglow-fruit-massage-cream-vitamin-e-gold-facial-kit/p/itmeahjxbfmehvtt?pid=CBKEAHJXW4AFN4G7, oxyglow   fruit   massage   cream      vitamin      gold   facial   kit ,oxyglow fruit massage cream vitamin gold facial kit,oxyglow fruit massag cream vitamin gold facial kit, beauty      personal   care ,beauty personal care,beauti person care, combos      kits ,combo kit,combo kit,,,,    oxyglow   fruit   massage   cream      vitamin      gold   facial   kit                oxyglow   fruit   massage   cream      vitamin      gold   facial   kit      best   prices                                                 ,oxyglow fruit massage cream vitamin gold facial kit oxyglow fruit massage cream vitamin gold facial kit best price,oxyglow fruit massag cream vitamin gold facial kit oxyglow fruit massag cream vitamin gold facial kit best price,                                             combo   set                                             organic                         natural                      combo   set                             fruit   massage   cream      vitamin    200gm         gold      kit                                                  women                      organic                                            professional   care                         ,combo set organic natural combo set fruit massage cream vitamin 200gm gold kit woman organic professional care,combo set organ natur combo set fruit massag cream vitamin 200gm gold kit women organ profession care
9f141b3c3d9096f5a897d01b48e3b360.jpg,Computers,Laptop Accessories,http://www.flipkart.com/rega-hp-pavilion-g6-1240sg-g6-1241ea-65-65-adapter/p/itmdwrbghynvpqvh?pid=ACCDWRBGSZJB6GRY, rega      hp   pavilion   g6 1240sg   g6 1241ea               adapter ,rega hp pavilion g6 1240sg g6 1241ea adapter,rega hp pavilion g6 1240sg g6 1241ea adapt, computers ,computer,comput, laptop   accessories ,laptop accessory,laptop accessori, rega    ,rega,rega,    rega      hp   pavilion                       adapter                                                                      ,rega hp pavilion adapter,rega hp pavilion adapt,                                                       rega                               box                          adapter                      designed                         hp   pavilion   g6    g6                          name                      power   adapter                      connector   pin                                              pin      center                         id                      hp   pavilion   g6    g6                                  power   input                                                      power   consumption                                                      output   current                                                        output   voltage                                                        covered                                           limited      failure      manufacturing   defects                              summary                          days         manufacturing   defects                         service                         replacement      repair   carry           customer   needs      carry        send         replacement      repairs         replaced            sent   back      customer                              covered                            defects   due      external   causes     accidental     physical   damage     cut     burnt     misuse      missing      stickers      labels        ,rega box adapter designed hp pavilion g6 g6 name power adapter connector pin pin center id hp pavilion g6 g6 power input power consumption output current output voltage covered limited failure manufacturing defect summary day manufacturing defect service replacement repair carry customer need carry send replacement repair replaced sent back customer covered defect due external cause accidental physical damage cut burnt misuse missing sticker label,rega box adapt design hp pavilion g6 g6 name power adapt connector pin pin center id hp pavilion g6 g6 power input power consumpt output current output voltag cover limit failur manufactur defect summari day manufactur defect servic replac repair carri custom need carri send replac repair replac sent back custom cover defect due extern caus accident physic damag cut burnt misus miss sticker label
648b52926285610670a756923b8a6f99.jpg,Beauty and Personal Care,Combos and Kits,http://www.flipkart.com/oxyglow-fruit-massage-cream-vitamin-e-lip-balm/p/itmeahjxznpffqah?pid=CBKEAHJXHGQNG4H9, oxyglow   fruit   massage   cream      vitamin      lip   balm ,oxyglow fruit massage cream vitamin lip balm,oxyglow fruit massag cream vitamin lip balm, beauty      personal   care ,beauty personal care,beauti person care, combos      kits ,combo kit,combo kit,,,,    oxyglow   fruit   massage   cream      vitamin      lip   balm                oxyglow   fruit   massage   cream      vitamin      lip   balm      best   prices                                                 ,oxyglow fruit massage cream vitamin lip balm oxyglow fruit massage cream vitamin lip balm best price,oxyglow fruit massag cream vitamin lip balm oxyglow fruit massag cream vitamin lip balm best price,                                 organic                         natural                                  combo   set                                             combo   set                             fruit   massage   cream      vitamin    200gm         oxyglow   lip        lemon                           organic                                                                     women                      professional   care                         ,organic natural combo set combo set fruit massage cream vitamin 200gm oxyglow lip lemon organic woman professional care,organ natur combo set combo set fruit massag cream vitamin 200gm oxyglow lip lemon organ women profession care
0b793c1727ef52285a25dedf8b86626b.jpg,Beauty and Personal Care,Combos and Kits,http://www.flipkart.com/oxyglow-bearberry-face-wash-fruit-massage-cream-vitamin-e/p/itme9wktff86fkfx?pid=CBKE9WKTKZDY7GGH, oxyglow   bearberry   face   wash     fruit   massage   cream      vitamin  ,oxyglow bearberry face wash fruit massage cream vitamin,oxyglow bearberri face wash fruit massag cream vitamin, beauty      personal   care ,beauty personal care,beauti person care, combos      kits ,combo kit,combo kit,,,,    oxyglow      face   wash     fruit   massage   cream      vitamin                 oxyglow      face   wash     fruit   massage   cream      vitamin       best   prices                                                 ,oxyglow face wash fruit massage cream vitamin oxyglow face wash fruit massage cream vitamin best price,oxyglow face wash fruit massag cream vitamin oxyglow face wash fruit massag cream vitamin best price,                                 organic                         natural                                  combo   set                                             combo   set                                face   wash            fruit   massage   cream      vitamin    200gm                      organic                                                                     women                      professional   care                         ,organic natural combo set combo set face wash fruit massage cream vitamin 200gm organic woman professional care,organ natur combo set combo set face wash fruit massag cream vitamin 200gm organ women profession care
9c06a95a82c3bd6635b9fe6e92b15902.jpg,Beauty and Personal Care,Combos and Kits,http://www.flipkart.com/mxofere-combo-papaya-mixfruit-almond-honey-orange-rose-soap-kit/p/itmebva8mk7z6swu?pid=CBKEBVA8H7KPU6HK, mxofere   combo   papaya   mixfruit   almond   honey   orange   rose   soap   kit ,mxofere combo papaya mixfruit almond honey orange rose soap kit,mxofer combo papaya mixfruit almond honey orang rose soap kit, beauty      personal   care ,beauty personal care,beauti person care, combos      kits ,combo kit,combo kit,,,,    mxofere   combo   papaya   mixfruit   almond   honey   orange   rose   soap   kit                mxofere   combo   papaya   mixfruit   almond   honey   orange   rose   soap   kit      best   prices                                                 ,mxofere combo papaya mixfruit almond honey orange rose soap kit mxofere combo papaya mixfruit almond honey orange rose soap kit best price,mxofer combo papaya mixfruit almond honey orang rose soap kit mxofer combo papaya mixfruit almond honey orang rose soap kit best price,                                 organic                         natural                                  combo   set                                             combo   set                         papaya     mixfruit     almondhoney     orange     rose     facewash                      organic                                                                     men     women                      gift   pack                         ,organic natural combo set combo set papaya mixfruit almondhoney orange rose facewash organic men woman gift pack,organ natur combo set combo set papaya mixfruit almondhoney orang rose facewash organ men women gift pack
d0af95243e993331c4357fdf90dc4692.jpg,Beauty and Personal Care,Combos and Kits,http://www.flipkart.com/mxofere-combo-sandal-turmeric-almond-honey-jasmine-aloevera-mixfruit-soap-kit/p/itmebva8hsqm4uy2?pid=CBKEBVA8DAKZKSGD, mxofere   combo   sandal   turmeric   almond   honey   jasmine   aloevera   mixfruit   soap   kit ,mxofere combo sandal turmeric almond honey jasmine aloevera mixfruit soap kit,mxofer combo sandal turmer almond honey jasmin aloevera mixfruit soap kit, beauty      personal   care ,beauty personal care,beauti person care, combos      kits ,combo kit,combo kit,,,, mxofere   combo         almond   honey   jasmine   aloevera   mixfruit   soap   kit     set                            makes   skin   fresh      youthful       astringent     anti septic   affect       anti aging      anti depressant       softens      skin       fights   skin   damage      uv   rays       removes   blemishes       antibacterial          essential   oil       prevent   skin      drying          cell   renewal       rejuvenating   properties       keep   skin   supple       conditions      renews   skin       clears   skin   congestion       tones      purifies   skin       provide   fareness   note               soaps      handmade           size   may      different      picture                   variant         available      stock            exchanged            variant            without      prior   notice             skin         sensitive      please   consult      doctor      using          packing            damaged      product            used         kind            refund       makes   skin   fresh      youthful       astringent     anti septic   affect       anti aging      anti depressant       softens      skin       fights   skin   damage      uv   rays       removes   blemishes       antibacterial          essential   oil       prevent   skin      drying          cell   renewal       rejuvenating   properties       keep   skin   supple       conditions      renews   skin       clears   skin   congestion       tones      purifies   skin       provide   fareness   note               soaps      handmade           size   may      different      picture                   variant         available      stock            exchanged            variant            without      prior   notice             skin         sensitive      please   consult      doctor      using          packing            damaged      product            used         kind            refund   ,mxofere combo almond honey jasmine aloevera mixfruit soap kit set make skin fresh youthful astringent anti septic affect anti aging anti depressant softens skin fight skin damage uv ray remove blemish antibacterial essential oil prevent skin drying cell renewal rejuvenating property keep skin supple condition renews skin clear skin congestion tone purifies skin provide fareness note soap handmade size may different picture variant available stock exchanged variant without prior notice skin sensitive please consult doctor using packing damaged product used kind refund make skin fresh youthful astringent anti septic affect anti aging anti depressant softens skin fight skin damage uv ray remove blemish antibacterial essential oil prevent skin drying cell renewal rejuvenating property keep skin supple condition renews skin clear skin congestion tone purifies skin provide fareness note soap handmade size may different picture variant available stock exchanged variant without prior notice skin sensitive please consult doctor using packing damaged product used kind refund,mxofer combo almond honey jasmin aloevera mixfruit soap kit set make skin fresh youth astring anti septic affect anti age anti depress soften skin fight skin damag uv ray remov blemish antibacteri essenti oil prevent skin dri cell renew rejuven properti keep skin suppl condit renew skin clear skin congest tone purifi skin provid fare note soap handmad size may differ pictur variant avail stock exchang variant without prior notic skin sensit pleas consult doctor use pack damag product use kind refund make skin fresh youth astring anti septic affect anti age anti depress soften skin fight skin damag uv ray remov blemish antibacteri essenti oil prevent skin dri cell renew rejuven properti keep skin suppl condit renew skin clear skin congest tone purifi skin provid fare note soap handmad size may differ pictur variant avail stock exchang variant without prior notic skin sensit pleas consult doctor use pack damag product use kind refund,                                             combo   set                                             organic                         natural                      combo   set                              almondhoney     jasmine     aloevera     fruit     facewash                                               men     women                      organic                                            gift   pack                         ,combo set organic natural combo set almondhoney jasmine aloevera fruit facewash men woman organic gift pack,combo set organ natur combo set almondhoney jasmin aloevera fruit facewash men women organ gift pack
